"","disorder","unique_row","study_ID","short_cite","long_cite","peer_reviewed","coder","expt_unique","same_sample","task_type","participant_design","native_language","group_name_1","group_name_2","n_1","n_2","feature","unit","x_1","x_2","SD_1","SD_2","expt_num","expt_condition","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","mean_education_1","mean_education_2","sd_education_1","sd_education_2","mean_total_task_duration_1","mean_total_task_duration_2","sd_total_task_duration_1","sd_total_task_duration_2","task_type_specification","native_language_specification","diagnosis_specification","feature_specification","prosody_type","notes","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_sample_calc","all_mod","mean_age_1_years","mean_age_2_years","EffectSize","Variance","StandardError"
"336","rhd",44,"Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).4","E_rhd","constrained","between","Thai","RHD","HC",12,9,"intensity_variability","Utterance",7.10421286,8.442477876,4.97724578,3.82300885,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.295601413855718,0.196524925298575,-0.283284688278397,0.180489037296782,-0.144744252086605,0.0451664779010191,-0.145767992920431,0.111111111111111,-0.536161656518238,0.646541089216859,"between",NA,10.5,"Gandour1995 E",NA,NA,NA,-0.283750857499151,0.196361457519004,0.443126909044129
"337","rhd",45,"Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).5","E_rhd","constrained","between","Thai","RHD","HC",12,9,"intensity_variability","Utterance",8.381374723,8.787610619,5.345930652,3.902654867,NA,"sad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.0847822772663658,0.194615588123932,-0.0812496823802673,0.178735496731875,-0.0419194663019911,0.0474101461402746,-0.0419440464339204,0.111111111111111,-0.153778040604063,0.640259621689517,"between",NA,10.5,"Gandour1995 E",NA,NA,NA,-0.0813833856924791,0.194602141003177,0.441137326694508
"338","rhd",46,"Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).6","E_rhd","constrained","between","Thai","RHD","HC",12,9,"speech_duration","Utterance",1.1264,1.088,0.44340501,0.6144,NA,"happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.0735249483132606,0.19457315677836,0.0704614088002081,0.178696527666237,0.0363613517674611,0.0474618154875549,0.0363773895202756,0.111111111111111,0.133359504505946,0.640120028157852,"between",NA,10.5,"Gandour1995 E",NA,NA,NA,0.0705773590841194,0.194563043578142,0.441093010121609
"339","rhd",47,"Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).7","E_rhd","constrained","between","Thai","RHD","HC",12,9,"speech_duration","Utterance",1.3184,1.0368,0.57642651,0.5376,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.50249241433276,0.200456316503063,0.481555230402229,0.184099637899514,0.24131998456233,0.0410045534654963,0.24617524731596,0.111111111111111,0.911420421649278,0.659474847861596,"between",NA,10.5,"Gandour1995 E",NA,NA,NA,0.48234767078392,0.199983951004222,0.447195651817213
"340","rhd",48,"Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).8","E_rhd","constrained","between","Thai","RHD","HC",12,9,"speech_duration","Utterance",1.5232,1.28,0.57642651,0.7296,NA,"sad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Paper does not report what error bars represent. Based on size and author's other papers from the same era  we assume they are SE  and have calculated SD based on that assumption","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.376839861600479,0.197825593998994,0.361138200700459,0.181683575044215,0.183326784934354,0.0437246825865713,0.185423013320751,0.111111111111111,0.683511901389059,0.650820117726862,"between",NA,10.5,"Gandour1995 E",NA,NA,NA,0.361732484544843,0.197559929929563,0.444477142190195
"341","rhd",49,"Pell1999a","Pell (1999a)","Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.","yes","LNJ, ND","Pell (1999a)","G_rhd","constrained","between","English","RHD","HC",10,10,"pitch","Mean F0",-0.004583333,-0.096666667,1.087655547,1.348450362,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.0751692800313731,0.200141260516511,0.0718529882652832,0.182871285830938,0.0375581219787112,0.0498238723467772,0.0375757969264054,0.142857142857143,0.136341992330848,0.658438355211109,"between",NA,10,"Pell1999a G",NA,NA,NA,0.07198559244399,0.200129548137988,0.447358411274436
"342","rhd",50,"Pell1999a","Pell (1999a)","Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.","yes","LNJ, ND","Pell (1999a).1","G_rhd","constrained","between","English","RHD","HC",10,10,"pitch","Mean F0",-0.302916667,-0.710416667,0.700237213,0.993662832,NA,"sad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.474077966574162,0.205618747959777,0.453162762166478,0.187876126758231,0.230647774361924,0.0436294435758046,0.234873530089809,0.142857142857143,0.859882314369666,0.676458566603434,"between",NA,10,"Pell1999a G",NA,NA,NA,0.453999070820417,0.205152878907645,0.452938051953736
"343","rhd",51,"Pell1999a","Pell (1999a)","Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.","yes","LNJ, ND","Pell (1999a).2","G_rhd","constrained","between","English","RHD","HC",10,10,"pitch","Mean F0",0.147916667,0.7075,0.913231027,1.660464384,NA,"happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.417603404834353,0.204359815093231,-0.399179725209308,0.186725825858326,-0.20439364320846,0.0449506117839357,-0.207313490868988,0.142857142857143,-0.757448790190595,0.67231684348332,"between",NA,10,"Pell1999a G",NA,NA,NA,-0.399916408552558,0.203998328345739,0.451661741069287
"344","rhd",52,"Pell1999a","Pell (1999a)","Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.","yes","LNJ, ND","Pell (1999a).3","G_rhd","constrained","between","English","RHD","HC",10,10,"pitch","Mean F0",0.209444445,0.15125,0.975704899,1.190250801,NA,"anger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.0534738891881087,0.200071486420623,0.051114747018045,0.18280753246694,0.026727393072443,0.0499107568284286,0.026733760070928,0.142857142857143,0.0969909062125225,0.658208807636489,"between",NA,10,"Pell1999a G",NA,NA,NA,0.0512090789200546,0.200065559244096,0.44728688695746
"345","rhd",53,"Pell1999a","Pell (1999a)","Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.","yes","LNJ, ND","Pell (1999a).4","G_rhd","constrained","between","English","RHD","HC",10,10,"pitch","Mean F0",-0.616458334,-0.636458334,1.143762229,1.238058882,NA,"declarative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means from the four Emo categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.0167807267386162,0.200007039819747,0.0160404005589713,0.182748646894124,0.00839006805167171,0.0499912013402732,0.00839026492801707,0.142857142857143,0.0304368714898901,0.657996786817943,"between",NA,10,"Pell1999a G",NA,NA,NA,0.0160700030040972,0.200006456124914,0.447220813608796
"346","rhd",54,"Pell1999a","Pell (1999a)","Pell, M. D. (1999a). Fundamental frequency encoding of linguistic and emotional prosody by right hemisphere-damaged speakers. Brain and Language, 69(2), 161-192.","yes","LNJ, ND","Pell (1999a).5","G_rhd","constrained","between","English","RHD","HC",10,10,"pitch","Mean F0",0.641388889,0.662291667,0.694652113,1.358355307,NA,"interrogative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means from the four Emo categoriesNA","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",-0.0193757372376015,0.200009385479838,-0.0185209253006485,0.182750790149722,-0.00968741402432198,0.0499882701318765,-0.00968771708304142,0.142857142857143,-0.0351436998831309,0.658004503730327,"between",NA,10,"Pell1999a G",NA,NA,NA,-0.0185551055365396,0.200008607298537,0.447223218648738
"347","rhd",55,"Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b)","G_rhd","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",109.833333,104.277778,22.0335714,26.3817637,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.228575694466593,0.201306171202522,0.21849147265189,0.183935677623412,0.113548682991212,0.04840490721746,0.114040499189854,0.142857142857143,0.414590449302901,0.66227075775562,"between",NA,10,"Pell1999b G",NA,NA,NA,0.218894697110398,0.201197872210576,0.448550857997815
"348","rhd",56,"Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).1","G_rhd","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",108.055556,102.166667,20.7450086,26.2015077,NA,"sad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.249198945549398,0.201552502861573,0.238204874422218,0.184160753587835,0.123643385751412,0.0481123211584631,0.124279302830843,0.142857142857143,0.451996889005335,0.663081156431053,"between",NA,10,"Pell1999b G",NA,NA,NA,0.238644479823459,0.201423779693755,0.44880260660312
"349","rhd",57,"Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).2","G_rhd","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",108.333333,103.833333,18.4803682,25.3378709,NA,"happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.202923959699351,0.201029453335502,0.193971432065556,0.183682837444311,0.100943725953135,0.0487366519422195,0.101288697437268,0.142857142857143,0.368063349090572,0.661360392462885,"between",NA,10,"Pell1999b G",NA,NA,NA,0.194329404963589,0.200944097940838,0.448267886359081
"350","rhd",58,"Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).3","G_rhd","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",105.777778,101.833333,20.0205491,27.0029144,NA,"anger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Values are means from the two Ling categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.16594553361489,0.200688448003168,0.15862440713188,0.183371257096321,0.0826886209379119,0.0491499910195377,0.0828778564887523,0.142857142857143,0.300991903368196,0.660238529886621,"between",NA,10,"Pell1999b G",NA,NA,NA,0.158917147346844,0.200631366493021,0.447918928482623
"351","rhd",59,"Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).4","G_rhd","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",109.166667,103.805556,22.162678,26.2287894,NA,"declarative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means from the four Emo categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.220794511284545,0.201218755405335,0.211053576963168,0.183855804841596,0.109730606844302,0.0485093536990935,0.110174231225013,0.142857142857143,0.400476944194313,0.661983171310071,"between",NA,10,"Pell1999b G",NA,NA,NA,0.211443074838093,0.201117704347425,0.448461485913144
"352","rhd",60,"Pell1999b","Pell (1999b)","Pell, M. D. (1999b). The temporal organization of affective and non-affective speech in patients with right-hemisphere infarcts. Cortex.","yes","LNJ, ND","Pell (1999b).5","G_rhd","constrained","between","English","RHD","HC",10,10,"speech_duration","Vowel/Syllable",106.833333,106.833333,18.4770706,18.4770706,NA,"interrogative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means from the four Emo categories","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0,0.2,0,0.182742214532872,0,0.05,0,0.142857142857143,0,0.65797362673929,"between",NA,10,"Pell1999b G",NA,NA,NA,0,0.2,0.447213595499958
"353","rhd",61,"Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999)","F_rhd","constrained","between","English","RHD","HC",8,8,"pitch_variability","Mean ratio between contrasting syllables",0.979545455,0.977808989,0.001124943,0.000953402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",1.66534554474709,0.336667993231531,1.56926791716553,0.29894225286572,0.63988477087505,0.0173342996936598,0.757978597775196,0.2,3.02060269029256,1.10759330256795,"between",NA,8,"Balan1999 F",NA,NA,NA,1.57423070850519,0.327443822612524,0.572227072596643
"354","rhd",62,"Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).1","F_rhd","constrained","between","English","RHD","HC",8,8,"intensity_variability","Ratio syllable 1/2",0.970568182,0.969545455,0.0859325064628851,0.00281169265448078,NA,"short sentence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.0168222812611364,0.250008843410838,0.0158517650345324,0.221993799197272,0.00841084311366562,0.0624889471440036,0.00841104145616255,0.2,0.0305122430564184,0.822496127079623,"between",NA,8,"Balan1999 F",NA,NA,NA,0.0159018960551001,0.250007902196817,0.500007902134373
"355","rhd",63,"Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).2","F_rhd","constrained","between","English","RHD","HC",8,8,"intensity_variability","Ratio syllable 1/2",0.973636364,0.972102273,0.0855175831012613,0.00294672163407839,NA,"medium sentence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.0253543821270524,0.250020088896658,0.0238916293120301,0.222003784556537,0.0126761725031703,0.0624748961415102,0.0126768515270394,0.2,0.0459877621825991,0.822533123245068,"between",NA,8,"Balan1999 F",NA,NA,NA,0.0239671863088586,0.250017950813111,0.500017950490891
"356","rhd",64,"Balan1999","Balan & Gandour (1999)","Balan, A., & Gandour, J. (1999). Effect of sentence length on the production of linguistic stress by left-and right-hemisphere-damaged patients. Brain and language, 67(2), 73-94.","yes","LNJ, ND","Balan & Gandour (1999).3","F_rhd","constrained","between","English","RHD","HC",8,8,"intensity_variability","Ratio syllable 1/2",0.973125,0.971079545,0.0855867370399435,0.00289271,NA,"long sentence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic","Values are means of the compounds and phrases. LHD values are for non-fluent patients. The paper also reports data from patients with fluent aphasia. Error bars in plots showed little to no standard error","Right Hemisphere Damage: Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Hemisphere_Damage",0.0337792919972141,0.250035657517745,0.0318304866896825,0.222017608616903,0.0168872375424646,0.0624554509789219,0.0168888431111979,0.2,0.0612688583488289,0.822584341955468,"between",NA,8,"Balan1999 F",NA,NA,NA,0.0319311502296382,0.250031862448593,0.500031861433442
